y_am_pef,tempin,humidin,pm25in,co2in,tempdiffin,humidiffin,pm25diffin,pm10,pm25,o3,no2,co,so2,temp,windsd,humid,varp,dewpt,airp,seap,solrhr,solramnt,grdt,class
0.31,0.529,0.318,0.091,0.181,0.558,0.247,0.513,0.211,0.011,0.2,0.196,0.104,0.111,0.476,0.338,0.543,0.215,0.503,0.568,0.566,0.614,0.213,0.379,1
0.242,0.711,0.32,0.1,0.189,0.509,0.693,0.491,0.211,0.043,0.6,0.039,0.0,0.0,0.558,0.987,0.131,0.154,0.422,0.628,0.625,0.352,0.492,0.424,1
0.303642213344574,0.22580397129058838,0.08348988741636276,0.12217032164335251,0.2897086441516876,0.8915935754776001,0.5492224097251892,0.5764455795288086,0.23083865642547607,0.023558273911476135,0.41280651092529297,0.03482913225889206,0.07787586748600006,0.12943005561828613,0.12671822309494019,0.7386846542358398,0.05949197709560394,0.010892027989029884,0.08236748725175858,0.7819522023200989,0.817684531211853,0.8061714768409729,0.23918992280960083,0.06599736213684082,0
0.284,0.346,0.051,0.11,0.216,1.0,0.471,0.501,0.25,0.041,0.433,0.02,0.058,0.111,0.042,0.893,0.106,0.007,0.033,0.777,0.787,0.78,0.277,0.063,0
0.364,0.576,0.444,0.315,0.247,0.232,0.714,0.411,0.42,0.313,0.5,0.471,0.307,0.222,0.778,0.076,0.218,0.309,0.608,0.523,0.513,0.984,0.894,0.72,1
0.3389394283294678,0.3923827111721039,0.4227457344532013,0.3926898241043091,0.45899567008018494,0.5679613947868347,0.6865414381027222,0.4932224452495575,0.5059879422187805,0.2889241874217987,0.31540361046791077,0.536098062992096,0.4857126772403717,0.3574850261211395,0.45027956366539,0.1319657564163208,0.22631725668907166,0.17678479850292206,0.36248257756233215,0.668671727180481,0.6977308392524719,0.8378620147705078,0.5725299715995789,0.35263481736183167,0
0.3413735628128052,0.45790934562683105,0.3209541141986847,0.1835080087184906,0.4626270532608032,0.6306114196777344,0.7185237407684326,0.5736868381500244,0.27529269456863403,0.07288652658462524,0.4393077492713928,0.2145003378391266,0.20009823143482208,0.22369736433029175,0.3978470265865326,0.3616735339164734,0.16284437477588654,0.10129345953464508,0.29204949736595154,0.6760187149047852,0.6948354244232178,0.834292471408844,0.5190169811248779,0.3207564651966095,0
0.2966355085372925,0.43453311920166016,0.26675355434417725,0.26994574069976807,0.3089812994003296,0.6944748163223267,0.49845391511917114,0.5383016467094421,0.39240938425064087,0.12422841787338257,0.42175212502479553,0.13119113445281982,0.21765725314617157,0.2554289996623993,0.3392895460128784,0.5616728663444519,0.23921442031860352,0.10682230442762375,0.29117512702941895,0.6230448484420776,0.6320726275444031,0.618340790271759,0.28862425684928894,0.22431983053684235,0
0.35366660356521606,0.6176900863647461,0.5247932076454163,0.5587582588195801,0.442760169506073,0.43036216497421265,0.4716343581676483,0.40217673778533936,0.6861742734909058,0.5694022178649902,0.3377422094345093,0.596497654914856,0.6505501866340637,0.4084666669368744,0.6338638663291931,0.13543201982975006,0.40966156125068665,0.391655296087265,0.5650836825370789,0.6116413474082947,0.583495020866394,0.6117445230484009,0.4848402142524719,0.5103902816772461,0
0.348954409,0.519595981,0.342919439,0.514135599,0.375427365,0.581416607,0.257357538,0.324451178,0.747309685,0.611568689,0.26130864,0.400926888,0.435409129,0.406850249,0.447333515,0.238542378,0.58663553,0.212395608,0.565898776,0.580244362,0.579506576,0.460697323,0.198292613,0.267357469,0
0.29,0.388,0.307,0.331,0.343,0.675,0.411,0.442,0.489,0.292,0.267,0.353,0.405,0.444,0.342,0.418,0.381,0.117,0.348,0.823,0.821,0.73,0.268,0.205,0
0.225,0.473,0.368,0.191,0.287,0.433,0.289,0.426,0.368,0.192,0.133,0.333,0.307,0.222,0.576,0.408,0.546,0.29,0.588,0.742,0.733,0.713,0.226,0.398,1
0.373,0.909,0.75,0.297,0.587,0.161,0.537,0.409,0.467,0.3,0.4,0.51,0.48,0.333,0.911,0.132,0.645,0.705,0.871,0.508,0.49,0.254,0.169,0.862,1
0.2688257396221161,0.5681012272834778,0.3038692772388458,0.32707035541534424,0.24089331924915314,0.635810136795044,0.34432318806648254,0.5196057558059692,0.46156802773475647,0.16082626581192017,0.48221585154533386,0.07606858015060425,0.20252549648284912,0.2695785164833069,0.42258667945861816,0.7551345825195312,0.3789575695991516,0.19269774854183197,0.39942145347595215,0.5147161483764648,0.5036634206771851,0.3325059711933136,0.17864692211151123,0.2570100724697113,0
0.368,0.712,0.541,0.479,0.58,0.51,0.223,0.214,0.735,0.67,0.3,0.569,0.56,0.444,0.558,0.033,0.756,0.329,0.629,0.73,0.724,0.73,0.646,0.52,1
0.295,0.477,0.309,0.281,0.4,0.577,0.691,0.483,0.635,0.204,0.133,0.569,0.405,0.444,0.448,0.084,0.124,0.106,0.329,0.431,0.436,0.852,0.656,0.324,0
0.339,0.355,0.196,0.207,0.284,0.857,0.447,0.522,0.297,0.098,0.233,0.118,0.151,0.222,0.172,0.451,0.252,0.045,0.188,0.93,0.932,0.746,0.233,0.095,1
0.237,1.0,0.393,0.399,0.183,0.403,0.418,0.675,0.62,0.087,0.4,0.137,0.323,0.333,0.714,0.852,0.448,0.4,0.659,0.428,0.42,0.106,0.073,0.534,0
0.30031445622444153,0.4383045434951782,0.27213284373283386,0.28906935453414917,0.3754686713218689,0.6306802034378052,0.39944005012512207,0.40759140253067017,0.45607003569602966,0.24389424920082092,0.11101716756820679,0.5333853960037231,0.4331766963005066,0.28924575448036194,0.368782639503479,0.08092565834522247,0.4020847678184509,0.08010315150022507,0.3738211691379547,0.8188478946685791,0.8119107484817505,0.5742012858390808,0.18884576857089996,0.23515793681144714,0
0.302950978,0.359044969,0.138674349,0.195109874,0.236478046,0.797590137,0.423527837,0.4845303,0.358287752,0.086284466,0.48913309,0.037414663,0.085162811,0.181313008,0.231878951,0.809400439,0.184167877,0.036334176,0.223992109,0.627521753,0.670434117,0.690596282,0.229958758,0.11797829,0
0.257,0.683,0.481,0.289,0.254,0.532,0.238,0.327,0.472,0.385,0.133,0.49,0.445,0.333,0.532,0.125,0.691,0.294,0.596,0.683,0.68,0.78,0.564,0.447,1
0.2780384421348572,0.9014954566955566,0.7523617148399353,0.1726137101650238,0.5589475035667419,0.15882566571235657,0.7688995003700256,0.5611982345581055,0.2633349597454071,0.07101862877607346,0.5944097638130188,0.20542161166667938,0.18555399775505066,0.20735003054141998,0.8878921866416931,0.35817763209342957,0.44940346479415894,0.6533052325248718,0.7913545966148376,0.450930118560791,0.4259844720363617,0.5828877687454224,0.5868123173713684,0.8348681330680847,0
0.364,0.852,0.382,0.15,0.316,0.444,0.423,0.44,0.342,0.143,0.167,0.549,0.531,0.222,0.646,0.07,0.434,0.304,0.606,0.571,0.561,0.713,0.235,0.534,1
0.268,0.851,0.66,0.154,0.628,0.247,0.455,0.492,0.249,0.088,0.6,0.118,0.018,0.222,0.822,0.484,0.643,0.581,0.804,0.486,0.475,0.246,0.399,0.694,0
0.198503569,0.858554423,0.474039406,0.344814509,0.219879344,0.425112754,0.278401852,0.575498104,0.506615639,0.165524453,0.442849219,0.059460755,0.232884333,0.264231235,0.709740341,0.796910226,0.540109873,0.431335062,0.631385326,0.475515008,0.413647473,0.204886749,0.103200778,0.549102485,0
0.27994948625564575,0.5105990171432495,0.27075085043907166,0.24325314164161682,0.36161062121391296,0.5980172753334045,0.34575849771499634,0.39990583062171936,0.41231200098991394,0.20162135362625122,0.08960895985364914,0.5034578442573547,0.38107171654701233,0.26501476764678955,0.3977157771587372,0.07878265529870987,0.49095389246940613,0.08054445683956146,0.42515137791633606,0.8311755657196045,0.8180595636367798,0.45446252822875977,0.12728342413902283,0.24563799798488617,0
0.3002758026123047,0.3547627925872803,0.18525858223438263,0.2030172497034073,0.3133068084716797,0.7740176320075989,0.518796980381012,0.5426396131515503,0.3277701735496521,0.07321096211671829,0.37855225801467896,0.10214067250490189,0.16537459194660187,0.20426853001117706,0.25216144323349,0.5583348274230957,0.15962977707386017,0.04763762652873993,0.20025356113910675,0.7065941095352173,0.7265726327896118,0.6993685960769653,0.267447292804718,0.15426144003868103,0
0.174646899,0.942266107,0.735591352,0.287714988,0.336144626,0.177896276,0.463085145,0.519897997,0.394848168,0.17958571,0.530233204,0.312057346,0.335992336,0.369982123,0.860477269,0.241938636,0.754420877,0.738211811,0.870045185,0.469997853,0.467781007,0.140842438,0.150043249,0.779956102,0
0.381,0.494,0.338,0.138,0.245,0.6,0.358,0.507,0.25,0.057,0.133,0.333,0.232,0.111,0.432,0.316,0.457,0.174,0.451,0.749,0.744,0.541,0.205,0.314,1
0.14,0.642,0.416,0.135,0.315,0.415,0.311,0.452,0.258,0.116,0.367,0.176,0.087,0.0,0.628,0.219,0.568,0.323,0.619,0.702,0.695,0.36,0.42,0.522,1
0.267915636,0.346463978,0.168821037,0.160248935,0.274336308,0.779000521,0.564844131,0.604465663,0.222101882,0.040420838,0.332420379,0.072477423,0.136758551,0.178460211,0.236947551,0.594552696,0.13100642,0.039228324,0.162318051,0.79451704,0.790758967,0.693842709,0.244594738,0.152794167,0
0.291408896446228,0.5599282383918762,0.3601473271846771,0.3843686282634735,0.3275092542171478,0.5630247592926025,0.3570379912853241,0.43797948956489563,0.5396156907081604,0.3129592835903168,0.256751149892807,0.3420868515968323,0.40611332654953003,0.3299141824245453,0.47423431277275085,0.2596310079097748,0.4731994569301605,0.20120497047901154,0.4733498990535736,0.6560354232788086,0.6445693373680115,0.41490620374679565,0.1995467245578766,0.31781893968582153,0
0.501,0.506,0.529,0.115,0.494,0.469,0.269,0.383,0.205,0.176,0.267,0.216,0.208,0.111,0.551,0.26,0.703,0.303,0.598,0.355,0.358,0.098,0.265,0.464,1
0.463,0.562,0.373,0.666,0.463,0.533,0.607,0.428,0.746,0.587,0.133,0.922,0.947,0.556,0.505,0.036,0.256,0.159,0.43,0.684,0.678,0.803,0.598,0.353,1
0.3089638650417328,0.338543176651001,0.1969352662563324,0.24126692116260529,0.3083084225654602,0.7775603532791138,0.5111843943595886,0.5458831787109375,0.36417001485824585,0.09798021614551544,0.4126339852809906,0.11378763616085052,0.19100287556648254,0.23535139858722687,0.2473391443490982,0.5808941125869751,0.16960544884204865,0.05799577385187149,0.20231571793556213,0.673806369304657,0.6978244185447693,0.6955239176750183,0.2845756411552429,0.15799014270305634,0
0.3039771616458893,0.4940672218799591,0.37672674655914307,0.6133683919906616,0.3406948745250702,0.5711910128593445,0.22619806230068207,0.30945321917533875,0.7767446637153625,0.7478803396224976,0.11648526787757874,0.7649531960487366,0.7566733956336975,0.4644784927368164,0.47219520807266235,0.046862538903951645,0.6357470154762268,0.22606423497200012,0.5351443886756897,0.7473085522651672,0.734068751335144,0.3685399293899536,0.14323435723781586,0.3095698356628418,0
0.395,0.348,0.277,0.378,0.323,0.693,0.55,0.516,0.602,0.248,0.467,0.078,0.226,0.333,0.317,0.613,0.226,0.088,0.278,0.637,0.64,0.476,0.216,0.187,0
0.262,0.289,0.056,0.116,0.185,0.952,0.25,0.444,0.249,0.109,0.333,0.059,0.11,0.222,0.073,0.603,0.315,0.031,0.139,0.853,0.861,0.746,0.23,0.041,1
0.335,0.637,0.541,0.321,0.136,0.169,0.651,0.574,0.28,0.135,0.833,0.137,0.139,0.111,0.847,0.601,0.36,0.449,0.725,0.299,0.292,1.0,1.0,0.818,1
0.174536645,0.915665448,0.646474659,0.287501633,0.332489282,0.260760933,0.405792236,0.607158959,0.398016423,0.154850096,0.508179724,0.167488039,0.303577602,0.357095808,0.807034492,0.525460303,0.687273264,0.688545823,0.759996355,0.452192247,0.435843438,0.150887743,0.151516423,0.694525242,0
0.307781667,0.73411113,0.596238017,0.542169452,0.354188472,0.38681218,0.482422829,0.434051692,0.565732896,0.429458439,0.150130346,0.77834934,0.72424835,0.438316852,0.696241379,0.035969928,0.60789454,0.372718155,0.618696451,0.79093194,0.707228243,0.436628252,0.206059158,0.620458245,0
0.273,0.598,0.38,0.437,0.293,0.606,0.468,0.488,0.536,0.328,0.3,0.275,0.399,0.222,0.448,0.26,0.391,0.17,0.437,0.709,0.705,0.173,0.13,0.284,0
0.277282804,0.563484609,0.396839797,0.478265971,0.377426326,0.525553584,0.281593084,0.386998892,0.6567626,0.489447922,0.156202435,0.529232025,0.558466315,0.371945709,0.517680943,0.122654043,0.564068317,0.263336271,0.523480713,0.713267386,0.688915968,0.392394662,0.166842312,0.326722562,0
0.2813893258571625,0.5143576860427856,0.2937180995941162,0.31413474678993225,0.26492902636528015,0.6558236479759216,0.3965212106704712,0.5242074728012085,0.44239285588264465,0.15648820996284485,0.4523352384567261,0.10023263841867447,0.21795809268951416,0.27223101258277893,0.39071014523506165,0.6803714632987976,0.3318612575531006,0.1612098067998886,0.36108696460723877,0.5545982718467712,0.5495954155921936,0.432603120803833,0.21726207435131073,0.2462897002696991,0
0.204,0.658,0.828,0.233,0.401,0.368,0.335,0.546,0.216,0.093,0.3,0.196,0.133,0.0,0.673,0.367,0.899,0.52,0.764,0.374,0.371,0.075,0.079,0.576,1
0.2980862557888031,0.24597735702991486,0.09056706726551056,0.13099466264247894,0.27572259306907654,0.8838950991630554,0.5382739901542664,0.581788957118988,0.242335245013237,0.0246505718678236,0.45742207765579224,0.028771985322237015,0.07538152486085892,0.13158506155014038,0.13913944363594055,0.7919907569885254,0.06304580718278885,0.013554037548601627,0.09010482579469681,0.7508605122566223,0.787860631942749,0.7805970907211304,0.24039359390735626,0.07139385491609573,0
0.317,0.63,0.253,0.175,0.227,0.565,0.549,0.549,0.27,0.042,0.4,0.137,0.307,0.222,0.491,0.496,0.207,0.145,0.406,0.674,0.669,0.624,0.228,0.407,1
0.2923581898212433,0.5412774085998535,0.35269099473953247,0.4262818396091461,0.30717989802360535,0.5848120450973511,0.32898709177970886,0.4351602792739868,0.5785757899284363,0.35933735966682434,0.2783340811729431,0.32354500889778137,0.42494723200798035,0.3498161733150482,0.4563838839530945,0.303022563457489,0.47867894172668457,0.21117964386940002,0.46272411942481995,0.6315253376960754,0.6219047904014587,0.38835033774375916,0.19055157899856567,0.3000714182853699,0
0.2869787812232971,0.46468570828437805,0.29397910833358765,0.442157119512558,0.3193814754486084,0.617883026599884,0.25719013810157776,0.3527151346206665,0.6288576126098633,0.4732096493244171,0.1004503071308136,0.6070021390914917,0.5768908858299255,0.36588001251220703,0.3956645727157593,0.07524077594280243,0.5403239130973816,0.12121284753084183,0.44125252962112427,0.7902672290802002,0.7808105945587158,0.38700732588768005,0.12461022287607193,0.23319180309772491,0
0.295714408159256,0.33099663257598877,0.14545507729053497,0.1563701331615448,0.311932772397995,0.8083798885345459,0.5295575857162476,0.5488633513450623,0.27617180347442627,0.044463157653808594,0.36055371165275574,0.07366649806499481,0.12318239361047745,0.1649302840232849,0.21632198989391327,0.5889062881469727,0.12133502215147018,0.02833472564816475,0.16041573882102966,0.7497503161430359,0.7725326418876648,0.7289126515388489,0.24563725292682648,0.12303169816732407,0
0.304,0.479,0.349,0.287,0.33,0.57,0.27,0.362,0.425,0.344,0.033,0.627,0.85,0.444,0.455,0.166,0.548,0.208,0.5,0.89,0.882,0.746,0.236,0.264,1
0.262,0.0,0.089,0.12,0.256,0.961,0.512,0.501,0.247,0.049,0.433,0.039,0.093,0.222,0.004,0.969,0.101,0.001,0.005,0.89,0.9,0.697,0.257,0.0,0
0.233,0.736,0.432,0.266,0.36,0.472,0.57,0.599,0.391,0.062,0.333,0.176,0.243,0.111,0.597,0.228,0.341,0.235,0.532,0.619,0.611,0.795,0.283,0.471,1
