Pclass,Age,SibSp,Parch,Fare,Survived
0.9945287108421326,0.567424476146698,0.004675050266087055,0.005345038138329983,0.014227822422981262,0.0
0.5,0.2837396330736366,0.0,0.0,0.0253743101115454,0.0
1.0,0.2460417190248806,0.0,0.0,0.0153303774213923,0.0
0.5,0.3465694898215631,0.0,0.0,0.0253743101115454,0.0
0.5,0.3591354611711485,0.0,0.0,0.0204946350900944,1.0
0.005876418203115463,0.6167033314704895,0.0068494100123643875,0.01111811213195324,0.06609804928302765,0.0
1.0,0.0952500628298567,0.8,0.1666666666666666,0.0568482139999047,0.0
1.0,0.22090977632571,0.0,0.0,0.0146308272103171,1.0
0.5,0.8240764011058055,0.0,0.0,0.0204946350900944,0.0
1.0,0.3717014325207338,0.0,0.0,0.014151057562208,0.0
0.5,0.4219653179190751,0.0,0.0,0.0204946350900944,1.0
0.9952013492584229,0.279049277305603,0.005884930957108736,0.005993233062326908,0.013435836881399155,0.0
0.9949730038642883,0.3178165853023529,0.005541212856769562,0.005557780619710684,0.013354538939893246,0.0
0.4811621606349945,0.332782506942749,0.20686282217502594,0.012655908241868019,0.04709045961499214,0.0
0.5,0.3591354611711485,0.2,0.0,0.0409892701801888,0.0
0.994732677936554,0.36419689655303955,0.005284992512315512,0.005305187776684761,0.013442969880998135,0.0
0.5,0.5476250314149284,0.2,0.0,0.0507486202230909,0.0
0.9946833848953247,0.40846067667007446,0.0051542241126298904,0.005333255510777235,0.013642487116158009,0.0
0.0,0.5978889168132697,0.0,0.0,0.0506104278264834,1.0
1.0,0.1329479768786127,1.0,0.3333333333333333,0.0915427034024217,0.0
0.5,0.6732847449107816,0.2,0.0,0.0507486202230909,0.0
0.9957989454269409,0.11054694652557373,0.6303580403327942,0.1370367556810379,0.04426223784685135,0.0
0.994848906993866,0.32850098609924316,0.21257619559764862,0.011284960433840752,0.021733645349740982,0.0
1.0,0.4219653179190751,0.0,0.0,0.0157125535690723,0.0
1.0,0.2963056044232219,0.2,0.0,0.0309371396359996,1.0
0.46487998962402344,0.6863070726394653,0.005832883063703775,0.008164267987012863,0.03444584086537361,0.0
0.994731605052948,0.3579285740852356,0.005333087872713804,0.005340978037565947,0.013468415476381779,0.0
1.0,0.2334757476752953,0.0,0.0,0.0149318055656402,0.0
0.0066995397210121155,0.7872542142868042,0.0038022540975362062,0.008446916937828064,0.05748312920331955,0.0
0.9944515228271484,0.6438913941383362,0.004447125364094973,0.005342358723282814,0.014517264440655708,0.0
0.9955053925514221,0.23312103748321533,0.0061205243691802025,0.006256790831685066,0.013161974959075451,0.0
0.5,0.3591354611711485,0.2,0.0,0.0507486202230909,1.0
1.0,0.4219653179190751,0.0,0.0,0.0126789572017366,0.0
1.0,0.4093993465694898,0.0,0.0,0.0154115752137492,0.0
0.0,0.5224930887157577,0.0,0.0,0.4440992237022602,1.0
1.0,0.4345312892686604,0.0,0.0,0.0157125535690723,0.0
1.0,0.3968333752199044,0.0,0.0,0.0154685698179998,0.0
0.9959892630577087,0.3660529553890228,0.22416026890277863,0.16035299003124237,0.046799588948488235,0.0
0.012761855497956276,0.7414160370826721,0.009071014821529388,0.38777732849121094,0.18050040304660797,0.0
1.0,0.0701181201306861,0.8,0.3333333333333333,0.0610447345183526,0.0
0.5,0.3465694898215631,0.2,0.0,0.0507486202230909,1.0
0.9946603775024414,0.421295166015625,0.005147836171090603,0.005384600721299648,0.013759282417595387,0.0
0.5,0.3465694898215631,0.0,0.0,0.0253743101115454,1.0
1.0,0.3842674038703191,0.0,0.0,0.0153303774213923,0.0
0.4803292155265808,0.42937251925468445,0.0062466771341860294,0.007257001008838415,0.030064545571804047,0.0
1.0,0.2334757476752953,0.0,0.0,0.0157125535690723,1.0
1.0,0.3214375471223925,0.0,0.0,0.015395374692678,0.0
1.0,0.22090977632571,0.0,0.0,0.0162005210712174,0.0
1.0,0.0198542347323448,0.0,0.1666666666666666,0.0239836027304319,1.0
0.5,0.2837396330736366,0.0,0.0,0.0253743101115454,0.0
0.48381751775741577,0.29351478815078735,0.00686857383698225,0.007386116776615381,0.02906073071062565,0.0
1.0,0.4470972606182458,0.0,0.0,0.0154115752137492,0.0
0.9946945309638977,0.3955851197242737,0.005201554857194424,0.005339642986655235,0.01360483467578888,0.0
0.009271806105971336,0.4693174958229065,0.20498540997505188,0.008029206655919552,0.12248878180980682,0.0
0.0,0.3717014325207338,0.0,0.0,0.1111183980924764,1.0
1.0,0.2586076903744659,0.2,0.0,0.0191771228343026,0.0
1.0,0.2586076903744659,0.0,0.0,0.0169080739493278,0.0
0.9946424961090088,0.44767600297927856,0.005038911942392588,0.00534904794767499,0.013804294168949127,0.0
0.0,0.723548630309123,0.0,0.0,0.0518221487278101,1.0
0.45089370012283325,0.2754554748535156,0.2163151353597641,0.3562653064727783,0.1062888354063034,0.0
0.006486013997346163,0.7279462814331055,0.004244240466505289,0.008630572818219662,0.05784517154097557,0.0
0.0,0.6984166876099522,0.0,0.0,0.0692913853046049,1.0
0.9946692585945129,0.42142122983932495,0.005117335356771946,0.005341122858226299,0.01369978953152895,0.0
1.0,0.22090977632571,0.0,0.0,0.0151757893167127,0.0
0.0,0.7989444584066349,0.2,0.6666666666666666,0.5133418122566507,0.0
0.5,0.2334757476752953,0.0,0.0,0.0204946350900944,1.0
0.0,0.3842674038703191,0.2,0.0,0.1112565904890839,1.0
1.0,0.145513948228198,0.2,0.0,0.0219423370754585,1.0
1.0,0.4847951746670017,0.0,0.0,0.0154685698179998,1.0
0.5,0.4470972606182458,0.0,0.0,0.0251303263604729,0.0
0.9958913922309875,0.21037009358406067,0.009977369569242,0.10885056108236313,0.026032106950879097,0.0
1.0,0.2711736617240512,0.0,0.0,0.0139070738111354,0.0
1.0,0.183211862276954,0.2,0.1666666666666666,0.0141104586660295,0.0
0.9946812987327576,0.4084319770336151,0.0051612951792776585,0.005343236029148102,0.013656134717166424,0.0
0.9953690767288208,0.25592437386512756,0.005913645029067993,0.005988033954054117,0.013161435723304749,0.0
0.011183787137269974,0.6715595722198486,0.006258400157094002,0.14108389616012573,0.13112349808216095,0.0
0.5,0.6732847449107816,0.0,0.0,0.0273261801201258,0.0
0.0,0.6230208595124404,0.0,0.0,0.0560430676213653,0.0
1.0,0.5224930887157577,0.0,0.0,0.0149318055656402,0.0
0.0063969437032938,0.5961620807647705,0.005663897376507521,0.009005471132695675,0.05959226191043854,0.0
0.0,0.4722292033174164,0.0,0.0,0.0,0.0
0.9952173829078674,0.2796895503997803,0.005784086417406797,0.005838158540427685,0.013274206779897213,0.0
0.5,0.2083438049761246,0.0,0.0,0.023422440102965,1.0
1.0,0.2963056044232219,0.4,0.0,0.0471376607072171,0.0
0.9950602054595947,0.3049958050251007,0.005590508226305246,0.005604208912700415,0.013277024030685425,0.0
0.0,0.6230208595124404,0.2,0.0,0.1091095334796455,0.0
0.47416335344314575,0.44550108909606934,0.2237531840801239,0.011781306937336922,0.048235516995191574,0.0
0.0,0.3340035184719778,0.0,0.0,0.0595320352617028,1.0
0.9953321218490601,0.2561688721179962,0.20501583814620972,0.01193300075829029,0.02160167135298252,0.0
0.9952153563499451,0.2796097993850708,0.005796544253826141,0.005857252981513739,0.013294218108057976,0.0
0.9941201210021973,0.8668946027755737,0.003662462579086423,0.00533565366640687,0.01573174074292183,0.0
0.994886040687561,0.33101847767829895,0.0054762642830610275,0.0054884725250303745,0.013404945842921734,0.0
1.0,0.2711736617240512,0.0,0.0,0.0157125535690723,0.0
0.0,0.6732847449107816,0.0,0.0,0.101228858320002,0.0
1.0,0.3591354611711485,0.0,0.0,0.0157125535690723,0.0
0.0,0.6355868308620256,0.0,0.0,0.0518221487278101,1.0
0.9943150877952576,0.3419506847858429,0.008018032647669315,0.009816350415349007,0.017925016582012177,0.0
0.0,0.7738125157074642,0.0,0.0,0.0518221487278101,0.0
0.9945468902587891,0.5408961772918701,0.004776464309543371,0.005381039343774319,0.014182115904986858,0.0
0.9961052536964417,0.17031848430633545,0.00791833084076643,0.009139921516180038,0.014315570704638958,0.0
0.0,0.648152802211611,0.2,0.1666666666666666,0.1554664461834305,0.0
1.0,0.3214375471223925,0.0,0.0,0.0154115752137492,0.0
0.994581401348114,0.5143691301345825,0.004827581811696291,0.005338009912520647,0.014025673270225525,0.0
0.5,0.0031414928373963,0.2,0.1666666666666666,0.028302115124416,1.0
0.5,0.3088715757728072,0.0,0.1666666666666666,0.0507486202230909,1.0
0.0,0.3968333752199044,0.0,0.0,0.0595320352617028,1.0
0.5,0.0072882633827594,0.0,0.3333333333333333,0.0722273881715115,1.0
0.0,0.2963056044232219,0.0,0.0,0.0966257632787668,1.0
0.9952913522720337,0.267539918422699,0.005864729639142752,0.005937510635703802,0.013243351131677628,0.0
0.0014377012848854065,0.3138948082923889,0.056127481162548065,0.19571417570114136,0.4096468687057495,0.0
0.0,0.685850716260367,0.0,0.0,0.0595320352617028,0.0
1.0,0.3968333752199044,0.0,0.0,0.0151269925664982,0.0
1.0,0.4470972606182458,0.2,0.0,0.0303515786334255,0.0
1.0,0.2460417190248806,0.0,0.0,0.0192177217304811,0.0
0.5,0.3717014325207338,0.0,0.0,0.0241055946059681,1.0
1.0,0.2460417190248806,0.0,0.0,0.0154685698179998,0.0
0.9952914714813232,0.2675447165966034,0.005863898433744907,0.0059362417086958885,0.01324203610420227,0.0
0.0,0.610454888162855,0.2,0.0,0.1739198156185515,1.0
1.0,0.4847951746670017,0.0,0.8333333333333333,0.0568482139999047,0.0
1.0,0.3088715757728072,0.0,0.0,0.0141022608119935,0.0
1.0,0.3465694898215631,0.0,0.0,0.0439658719432739,0.0
0.0,0.4847951746670017,0.2,0.1666666666666666,0.2164297877224253,1.0
0.018164167180657387,0.6710225343704224,0.16533172130584717,0.06432818621397018,0.23785988986492157,0.0
0.9949725866317749,0.30154654383659363,0.2186770737171173,0.01253979466855526,0.022638587281107903,0.0
0.0,0.497361146016587,0.0,0.0,0.2995388511917728,1.0
0.5,0.22090977632571,0.0,0.0,0.0253743101115454,0.0
1.0,0.4596632319678311,0.0,0.0,0.0187135537072647,0.0
0.0,0.5978889168132697,0.2,0.0,0.0772940523397846,1.0
0.0,0.0449861774315154,0.0,0.3333333333333333,0.1597767607233786,1.0
1.0,0.5601910027645137,0.0,0.0,0.0151269925664982,0.0
1.0,0.3088715757728072,0.2,0.0,0.0154685698179998,0.0
1.0,0.924604171902488,0.0,0.0,0.0151757893167127,0.0
1.0,0.3591354611711485,0.0,0.0,0.0153709763175708,0.0
1.0,0.4722292033174164,0.0,0.0,0.0137606835604919,0.0
1.0,0.2460417190248806,0.2,0.0,0.0191771228343026,0.0
1.0,0.22090977632571,0.0,0.0,0.0157125535690723,1.0
1.0,0.2837396330736366,0.0,0.0,0.0154115752137492,0.0
1.0,0.2711736617240512,0.0,0.0,0.0152163882128912,0.0
0.5,0.0952500628298567,0.2,0.1666666666666666,0.0717312228153304,1.0
1.0,0.5099271173661725,0.0,0.0,0.0139070738111354,0.0
0.48381751775741577,0.29351478815078735,0.00686857383698225,0.007386116776615381,0.02906073071062565,0.0
0.0,0.2711736617240512,0.0,0.0,0.2647385704347907,0.0
0.0,0.2334757476752953,0.0,0.3333333333333333,0.0513015849965217,1.0
0.5,0.3717014325207338,0.2,0.0,0.04684488020593,0.0
0.9945589900016785,0.5410677194595337,0.0047387005761265755,0.005323120858520269,0.01410036999732256,0.0
1.0,0.2334757476752953,0.0,0.0,0.0198520794832697,0.0
0.9947322607040405,0.35793760418891907,0.005330652929842472,0.005337640643119812,0.013463917188346386,0.0
0.5,0.497361146016587,0.0,0.0,0.0253743101115454,1.0
0.9924847483634949,0.06204241141676903,0.831598699092865,0.3079040050506592,0.05345571041107178,0.0
0.5,0.2586076903744659,0.0,0.0,0.0204946350900944,1.0
0.9947064518928528,0.3828631043434143,0.005246750079095364,0.005342460237443447,0.013562437146902084,0.0
1.0,0.2837396330736366,0.0,0.0,0.0180060008291543,0.0
0.5,0.4470972606182458,0.2,0.3333333333333333,0.0541643927381066,0.0
1.0,0.2837396330736366,0.0,0.0,0.0153303774213923,0.0
1.0,0.3088715757728072,0.2,0.0,0.0347432861527314,0.0
1.0,0.497361146016587,0.0,0.0,0.0154115752137492,0.0
1.0,0.3465694898215631,0.0,0.0,0.0185427650815139,0.0
0.0,0.0198542347323448,0.2,0.3333333333333333,0.2958058998003627,0.0
0.0,0.8869062578537321,0.0,0.0,0.0676404936513476,0.0
0.5,0.4219653179190751,0.2,0.0,0.0507486202230909,0.0
0.47480508685112,0.6024309992790222,0.005673670209944248,0.007273133844137192,0.031655095517635345,0.0
0.995131254196167,0.29172560572624207,0.005771757569164038,0.005843352992087603,0.013414672575891018,0.0
0.4741695821285248,0.6668980717658997,0.005260632373392582,0.0071176872588694096,0.03188575059175491,0.0
1.0,0.3968333752199044,0.0,0.0,0.0157125535690723,1.0
1.0,0.2083438049761246,0.0,0.0,0.0139070738111354,0.0
0.5,0.3088715757728072,0.2,0.3333333333333333,0.081157193460767,0.0
0.0,0.4722292033174164,0.2,0.0,0.1756683007722378,1.0
0.9946549534797668,0.4344898760318756,0.005081039387732744,0.0053494940511882305,0.01375801395624876,0.0
1.0,0.5350590600653431,0.2,1.0,0.0915427034024217,0.0
0.9946533441543579,0.44783204793930054,0.005002512596547604,0.005296415649354458,0.013731558807194233,0.0
0.5,0.2963056044232219,0.2,0.0,0.0507486202230909,1.0
0.0,0.5224930887157577,0.2,0.0,0.1014972404461818,0.0
0.5049247145652771,0.29083341360092163,0.1908561885356903,0.011488605290651321,0.043090663850307465,0.0
0.4815974831581116,0.37744712829589844,0.006466065999120474,0.007303690072149038,0.02969568409025669,0.0
0.9955052137374878,0.23311400413513184,0.006121820770204067,0.006258804351091385,0.013163920491933823,0.0
1.0,0.4345312892686604,0.0,0.0,0.0157125535690723,0.0
0.9956726431846619,0.19813252985477448,0.20264452695846558,0.013193164020776749,0.02190774492919445,0.0
0.0,0.723548630309123,0.0,0.0,0.0579705392548384,0.0
0.0,0.4345312892686604,0.0,0.0,0.2647385704347907,1.0
0.0,0.4470972606182458,0.0,0.1666666666666666,1.0,1.0
0.0,0.3591354611711485,0.0,0.0,0.4125033279383646,1.0
1.0,0.2711736617240512,0.2,0.0,0.014151057562208,0.0
0.0,0.6984166876099522,0.0,0.0,0.0518221487278101,0.0
1.0,0.183211862276954,0.0,0.0,0.0156719546728939,1.0
0.9947142004966736,0.38297080993652344,0.005219407845288515,0.00530452374368906,0.013510879129171371,0.0
0.0,0.2711736617240512,0.0,0.3333333333333333,0.0966175654247308,1.0
0.9952166080474854,0.2796582281589508,0.005788986571133137,0.005845661275088787,0.013282077386975288,0.0
0.9944506883621216,0.6562133431434631,0.004375925287604332,0.005285348743200302,0.014483515173196793,0.0
0.9947003722190857,0.37005338072776794,0.005356826353818178,0.005434352904558182,0.013640100136399269,0.0
0.9952216744422913,0.2798609733581543,0.005757412873208523,0.005797381512820721,0.013231310062110424,0.0
0.995435893535614,0.24427072703838348,0.0060289460234344006,0.006140632089227438,0.013181225396692753,0.0
0.9952860474586487,0.26733124256134033,0.005898753181099892,0.005989833269268274,0.013297115452587605,0.0
0.5,0.4093993465694898,0.0,0.0,0.0239592043553246,0.0
0.993547260761261,0.10597990453243256,0.839565098285675,0.3177530765533447,0.059424642473459244,0.0
0.5,0.22090977632571,0.0,0.3333333333333333,0.0253743101115454,1.0
0.47416335344314575,0.44550108909606934,0.2237531840801239,0.011781306937336922,0.048235516995191574,0.0
0.0063944049179553986,0.6129055619239807,0.005288440268486738,0.008759060874581337,0.058636851608753204,0.0
0.9952842593193054,0.267261266708374,0.005910208914428949,0.006007478106766939,0.01331519614905119,0.0
0.0,0.4722292033174164,0.0,0.0,0.4440992237022602,1.0
0.9947860240936279,0.5772683024406433,0.18532143533229828,0.6910611391067505,0.0358271449804306,0.0
0.0,0.6984166876099522,0.0,0.1666666666666666,0.1623141917345331,1.0
1.0,0.2083438049761246,0.0,0.0,0.0169080739493278,0.0
1.0,0.1957778336265393,0.0,0.0,0.0151269925664982,1.0
1.0,0.0072882633827594,1.0,0.3333333333333333,0.0915427034024217,0.0
1.0,0.1957778336265393,1.0,0.3333333333333333,0.0915427034024217,0.0
0.0,0.723548630309123,0.0,0.1666666666666666,0.2995388511917728,1.0
0.9933483004570007,0.14374031126499176,0.024329736828804016,0.3007148504257202,0.022598274052143097,0.0
0.9948861002922058,0.3310208022594452,0.005475881975144148,0.00548793189227581,0.013404308818280697,0.0
0.0,0.2963056044232219,0.0,0.0,0.1545881046795693,0.0
0.995571494102478,0.5330543518066406,0.006485138554126024,0.1127995103597641,0.03202786296606064,0.0
0.9952226281166077,0.27990031242370605,0.005751320626586676,0.00578808318823576,0.01322150882333517,0.0
0.5,0.2586076903744659,0.0,0.0,0.1434624456306609,0.0
0.0,0.3088715757728072,0.2,0.0,0.1082149914547131,1.0
0.5,0.2334757476752953,0.0,0.0,0.0204946350900944,0.0
0.0,0.1706458909273686,0.2,0.3333333333333333,0.2342244010296504,1.0
1.0,0.5476250314149284,0.0,0.0,0.0154685698179998,1.0
0.010551604442298412,0.5312651991844177,0.20233596861362457,0.006798510439693928,0.11647959053516388,0.0
0.00721975089982152,0.8182870745658875,0.003337202128022909,0.007757724262773991,0.055081430822610855,0.0
1.0,0.2711736617240512,0.0,0.0,0.0151269925664982,1.0
0.994343638420105,0.745405375957489,0.004100016783922911,0.005292894784361124,0.01489421259611845,0.0
1.0,0.5601910027645137,0.2,0.6666666666666666,0.0544571732393937,0.0
0.5,0.0198542347323448,0.2,0.1666666666666666,0.0507486202230909,1.0
1.0,0.3088715757728072,0.0,0.0,0.0,1.0
0.5,0.3842674038703191,0.0,0.0,0.0204946350900944,0.0
0.4817684292793274,0.4432481825351715,0.006070250645279884,0.0070394352078437805,0.029727667570114136,0.0
0.4835003614425659,0.30483508110046387,0.006809588521718979,0.00737428804859519,0.02915063314139843,0.0
0.0,0.3088715757728072,0.2,0.3333333333333333,0.2958058998003627,0.0
0.0,0.1329479768786127,0.2,0.3333333333333333,0.2342244010296504,1.0
0.0,0.6732847449107816,0.0,0.1666666666666666,0.1508551532881592,0.0
1.0,0.5036441316913798,0.0,0.3333333333333333,0.028302115124416,0.0
0.9955052137374878,0.23311400413513184,0.006121820770204067,0.006258804351091385,0.013163920491933823,0.0
1.0,0.3465694898215631,0.2,0.0,0.0309371396359996,0.0
0.47297587990760803,0.377841979265213,0.21561439335346222,0.012785769999027252,0.04852316156029701,0.0
1.0,0.3214375471223925,0.2,0.3333333333333333,0.0401597254265421,0.0
0.9955791234970093,0.22252559661865234,0.00617548543959856,0.006316094659268856,0.013086356222629547,0.0
1.0,0.0198542347323448,0.8,0.1666666666666666,0.0568482139999047,0.0
1.0,0.5099271173661725,0.4,0.0,0.0275375676420551,0.0
0.0,1.0,0.0,0.0,0.0585561002574126,1.0
0.9946549534797668,0.4344898760318756,0.005081039387732744,0.0053494940511882305,0.01375801395624876,0.0
0.9956425428390503,0.2119467705488205,0.00629852432757616,0.0064811427146196365,0.013109933584928513,0.0
1.0,0.0575521487811007,0.4,0.1666666666666666,0.0375896981862443,1.0
0.49452584981918335,0.24313342571258545,0.0072306133806705475,0.007525923196226358,0.028576340526342392,0.0
0.5,0.2334757476752953,0.0,0.0,0.0507486202230909,1.0
0.0,0.497361146016587,0.0,0.0,0.060507970265993,1.0
0.5,0.2083438049761246,0.0,0.0,0.0204946350900944,1.0
0.5,0.3591354611711485,0.0,0.0,0.0204946350900944,0.0
0.0,0.5601910027645137,0.2,0.1666666666666666,0.3217983671436256,1.0
0.003460707375779748,0.30761632323265076,0.04191223159432411,0.04983922839164734,0.21056491136550903,0.0
0.9950076937675476,0.06766323000192642,0.8345865607261658,0.1449057161808014,0.04992207884788513,0.0
0.9945601224899292,0.5410847663879395,0.004734982270747423,0.005317423492670059,0.014092324301600456,0.0
0.5,0.4219653179190751,0.0,0.0,0.0253743101115454,1.0
1.0,0.2837396330736366,0.0,0.0,0.0147366185647821,1.0
0.48254865407943726,0.3402034342288971,0.006635619793087244,0.007338896859437227,0.029421931132674217,0.0
1.0,0.497361146016587,0.0,0.0,0.0141022608119935,0.0
0.9951009154319763,0.2985691428184509,0.005637648981064558,0.005659856833517551,0.013275268487632275,0.0
0.5,0.2586076903744659,0.4,0.0,0.1434624456306609,0.0
0.0,0.5978889168132697,0.2,0.0,0.1014972404461818,1.0
0.0,0.7863784870570495,0.2,0.0,0.1521644676899149,1.0
1.0,0.4345312892686604,0.0,0.0,0.0154115752137492,0.0
0.0,0.610454888162855,0.2,0.0,0.1497654242623688,1.0
1.0,0.2711736617240512,0.0,0.0,0.014151057562208,0.0
1.0,0.3088715757728072,0.2,0.0,0.0151757893167127,1.0
0.4825485944747925,0.34020334482192993,0.006635616533458233,0.007338896859437227,0.029421931132674217,0.0
0.9933724999427795,0.0539320632815361,0.9517366290092468,0.3147366940975189,0.06590376794338226,0.0
1.0,0.107816034179442,1.0,0.3333333333333333,0.0915427034024217,0.0
0.9946364760398865,0.4610302150249481,0.004975471179932356,0.005317002069205046,0.013806954957544804,0.0
0.4938521087169647,0.242960125207901,0.007330591324716806,0.007671568542718887,0.028840474784374237,0.0
0.5,0.2963056044232219,0.2,0.3333333333333333,0.1268715505577273,1.0
0.007062283810228109,0.7981544733047485,0.0035245351027697325,0.007918303832411766,0.055575162172317505,0.0
1.0,0.4345312892686604,0.0,0.0,0.0137606835604919,0.0
0.9910382628440857,0.07843070477247238,0.6318772435188293,0.3168763518333435,0.04951683431863785,0.0
1.0,0.4093993465694898,0.2,0.1666666666666666,0.0400621319261131,0.0
0.5,0.3591354611711485,0.2,0.0,0.0541073981338561,0.0
1.0,0.0449861774315154,0.2,0.1666666666666666,0.032596229143293,1.0
0.5,0.0826840914802714,0.0,0.3333333333333333,0.051236587725236,1.0
0.0,0.610454888162855,0.2,0.1666666666666666,0.2164297877224253,0.0
0.0,0.4345312892686604,0.0,0.0,0.0518221487278101,1.0
0.0077653187327086926,0.3963421583175659,0.1989416778087616,0.009588541463017464,0.12843090295791626,0.0
0.011655916459858418,0.8266088366508484,0.004081951454281807,0.13639874756336212,0.12052465230226517,0.0
1.0,0.497361146016587,0.2,0.6666666666666666,0.0544571732393937,0.0
0.995525598526001,0.22055529057979584,0.006570829078555107,0.00693926215171814,0.013667796738445759,0.0
0.5,0.4345312892686604,0.0,0.0,0.0507486202230909,0.0
1.0,0.3842674038703191,0.2,0.1666666666666666,0.0400621319261131,1.0
0.9962967038154602,0.2122059315443039,0.20849743485450745,0.15903759002685547,0.04169677197933197,0.0
0.4734210669994354,0.33737844228744507,0.007362953387200832,0.008525055833160877,0.03170052915811539,0.0
0.0,0.6355868308620256,0.2,0.0,0.1521644676899149,1.0
0.5,0.7109826589595376,0.0,0.0,0.0204946350900944,0.0
0.9949750304222107,0.3179258108139038,0.005522886291146278,0.00553129194304347,0.013323605991899967,0.0
0.9885973930358887,0.49535071849823,0.021161790937185287,0.818763792514801,0.01711108908057213,0.0
0.5,0.5601910027645137,0.2,0.1666666666666666,0.051236587725236,1.0
0.5,0.3717014325207338,0.0,0.0,0.0253743101115454,1.0
0.5,0.3340035184719778,0.0,0.0,0.0253743101115454,0.0
1.0,0.3968333752199044,0.0,0.0,0.0163225129467537,0.0
1.0,0.22090977632571,0.2,0.0,0.0126789572017366,0.0
0.0,0.22090977632571,0.2,0.0,0.4440992237022602,1.0
0.9953843355178833,0.24230612814426422,0.006388793233782053,0.006704895757138729,0.013727451674640179,0.0
1.0,0.3340035184719778,0.0,0.3333333333333333,0.0217307543665283,1.0
1.0,0.3717014325207338,0.0,0.0,0.0141104586660295,0.0
1.0,0.22090977632571,0.0,0.0,0.0152163882128912,0.0
1.0,0.0575521487811007,0.0,0.0,0.0243495783570407,1.0
0.5076771378517151,0.5570311546325684,0.18867431581020355,0.11401049792766571,0.08925684541463852,0.0
1.0,0.0041467705453631,0.4,0.1666666666666666,0.0375896981862443,1.0
1.0,0.3968333752199044,0.2,0.0,0.0309371396359996,0.0
0.0,0.4345312892686604,0.0,0.0,1.0,1.0
0.5,0.7361146016587082,0.0,0.0,0.0263502451158356,0.0
1.0,0.3591354611711485,0.0,0.0,0.0185427650815139,1.0
0.9947046637535095,0.3828382194042206,0.0052530947141349316,0.00535127567127347,0.013574384152889252,0.0
1.0,0.3717014325207338,0.0,0.0,0.0243495783570407,1.0
0.995347797870636,0.25509580969810486,0.006055266130715609,0.00620686961337924,0.01338139921426773,0.0
0.0,0.2837396330736366,0.6000000000000001,0.3333333333333333,0.5133418122566507,1.0
0.006639848463237286,0.7872056365013123,0.003842052770778537,0.008546015247702599,0.057845186442136765,0.0
1.0,0.107816034179442,0.2,0.1666666666666666,0.0310347331364286,1.0
0.5,0.0575521487811007,0.2,0.3333333333333333,0.0541643927381066,1.0
0.9947125315666199,0.35767030715942383,0.005402311682701111,0.005435778293758631,0.013595648109912872,0.0
1.0,0.0449861774315154,0.2,0.1666666666666666,0.0217307543665283,1.0
0.5,0.3717014325207338,0.0,0.0,0.0253743101115454,0.0
0.4803292155265808,0.42937251925468445,0.0062466771341860294,0.007257001008838415,0.030064545571804047,0.0
1.0,0.2523247046996733,0.0,0.0,0.014151057562208,0.0
0.48557478189468384,0.29401785135269165,0.006732523441314697,0.00717620924115181,0.02864610031247139,0.0
0.5,0.4470972606182458,0.0,0.0,0.0253743101115454,0.0
0.006693342700600624,0.728148341178894,0.004091705661267042,0.008283759467303753,0.05658162385225296,0.0
1.0,0.497361146016587,0.2,0.1666666666666666,0.0302539851329965,0.0
0.5,0.2837396330736366,0.4,0.1666666666666666,0.0224465050986748,0.0
0.5,0.0952500628298567,0.0,0.3333333333333333,0.051236587725236,1.0
0.9951959848403931,0.27883654832839966,0.005918874870985746,0.006045727990567684,0.013490037061274052,0.0
